idx,frr,quagga,bird,batfish,gobgp,label,output
49586,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
49593,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
49595,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
49596,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMC,yyyyyynnyy
49611,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
49616,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
49617,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
49618,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
49620,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
49633,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
49636,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
49637,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
49638,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
49640,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
49652,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LCA_C,yyyyyyynyy
49663,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_D,yyyyyyynyy
49665,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_LD,yyyyyyynyy
49666,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_MD,yyyyyyynyy
49670,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LMC,yyyyyyynyy
49672,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_MD,yyyyyyynyy
49673,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LD,yyyyyyynyy
49674,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_MD,yyyyyyynyy
49677,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LMD,yyyyyyynyy
59661,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
59707,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
59829,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
59963,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60055,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60118,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60168,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60169,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
60191,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
60211,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
60238,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
60239,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
60240,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
60255,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60367,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
60368,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
60411,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60453,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
60507,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
60508,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
60563,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60612,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
60665,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
60666,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
60667,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
60827,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
60840,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
60934,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
60935,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
60949,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
60992,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61010,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61030,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
61052,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
61076,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
61096,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
61097,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
61228,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
61240,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
61293,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61336,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61384,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
61407,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61558,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
61566,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
61567,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
61570,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
61571,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
61611,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61626,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
61644,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PA_C,yyyyyyynyy
61648,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
61649,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
61650,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
61651,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
61652,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
61653,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
61654,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
61655,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMD,yyyyyyynyy
61668,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
61695,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
61703,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
61704,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
61707,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
61725,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PC_M,yyyyyynnyy
61731,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
61732,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
61733,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
61734,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
61735,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
61737,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LD,yyyyyynnyy
61738,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
61755,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
61756,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
61774,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
61775,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62047,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62048,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62065,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62124,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62158,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
62180,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
62185,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
62186,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
62187,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62205,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
62209,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
62210,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62305,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62319,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62366,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62434,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
62435,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62493,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62494,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62512,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62562,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62632,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
62633,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62675,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
62705,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
62711,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PA_C,yyyyyyynyy
62717,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
62718,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
62719,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
62720,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
62722,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
62723,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMD,yyyyyyynyy
62762,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
62767,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PA_C,yyyyyynnyy
62771,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62774,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
62789,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
62793,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
62794,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
62808,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
62816,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
62817,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62819,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62820,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
62822,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
62837,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
62838,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
62840,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62841,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
62843,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
62974,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63066,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63069,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
63071,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
63072,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
63112,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
63113,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63141,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
63142,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63161,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63162,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
63163,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_M,yyyyyynyyy
63197,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63222,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
63223,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63253,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
63275,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63291,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63310,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63370,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
63371,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63430,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63455,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
63461,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
63464,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
63479,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
63482,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
63483,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
63484,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
63533,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
63559,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63580,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63596,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
63615,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63648,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
63664,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63680,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
63729,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
63747,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
63786,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
63790,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
63792,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
63793,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63814,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
63838,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
63839,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
63840,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
63857,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63871,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63892,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
63896,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
63897,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
63898,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
63912,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
63916,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
63917,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
63918,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
63919,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LM,yyyyyynnyy
63920,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LMC,yyyyyynnyy
63944,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
63965,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
64013,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
64040,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
64041,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
64065,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
64066,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
64067,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
64082,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_LC,yyyyyyynyy
64083,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_MC,yyyyyyynyy
64088,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PA_C,yyyyyynnyy
64094,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LD,yyyyyynnyy
64095,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
64096,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
64097,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
64098,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LD,yyyyyynnyy
64099,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
64100,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LMD,yyyyyynnyy
64122,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
64123,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64124,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64126,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
64127,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
64145,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
64163,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
64188,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
64189,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
64190,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
64191,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
64192,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64193,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64194,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
64195,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
64209,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
64214,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
64215,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
64216,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LMC,yyyyyynnyy
64239,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
64240,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
64241,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P_D,yyyyyynyyy
64242,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
64243,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LM,yyyyyynnyy
64266,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PC_C,yyyyyynnyy
64274,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LMC,yyyyyynnyy
64288,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PC_M,yyyyyynnyy
64292,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PA_L,yyyyyynnyy
64297,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
64298,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
64299,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64300,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64301,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64302,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LD,yyyyyynnyy
64303,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MD,yyyyyynnyy
64315,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
64318,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
64319,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
64320,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_MC,yyyyyynnyy
64322,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
64323,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
64324,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
64337,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",CA_D,yyyyyyynyy
64338,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",CA_D,yyyyyyynyy
64339,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",CA_D,yyyyyyynyy
64342,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",CA_LMC,yyyyyyynyy
64348,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",C_LD,yyyyyyynyy
64349,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",C_MD,yyyyyyynyy
64351,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",C_MD,yyyyyyynyy
64516,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_C,yyyyyyynyy
64544,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64559,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64577,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PM_L,yyyyyynnyy
64685,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64714,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64732,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64757,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64786,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64809,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_C,yyyyyyynyy
64821,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
64962,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_C,yyyyyyynyy
64992,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PM,yyyyyynyyy
65015,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_LC,yyyyyyynyy
65016,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_MC,yyyyyyynyy
65060,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_C,yyyyyyynyy
65084,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PMC_C,yyyyyyynyy
65088,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PMA_C,yyyyyyynyy
65092,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_LC,yyyyyyynyy
65093,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_MC,yyyyyyynyy
65094,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PM_D,yyyyyyynyy
